EmployeeID,Location,Department,SubmissionDate,IdeaTitle
GF11884,São Paulo,Engineering,2022-07-12,Eco Policy Initiative
GF11159,São Paulo,Environmental Policy,2020-07-07,Future Systems Strategy
GF10582,New York,Environmental Policy,2021-10-27,Future Housing Initiative
GF10460,Dubai,Consulting,2020-12-16,Eco Technology Framework
GF10925,Seoul,Urban Development,2023-10-04,Eco Transport Initiative
GF12396,Tokyo,Renewable Energy,2021-09-11,Renewable Housing Strategy
GF11933,Johannesburg,Renewable Energy,2023-11-05,Urban Design Initiative
GF11333,Tokyo,Research,2021-06-20,Eco Housing Strategy
GF10310,Tokyo,Urban Development,2022-07-11,Sustainable Systems Approach
GF10839,Dubai,Research,2021-02-14,Future Policy Solution
GF11521,London,Environmental Policy,2022-10-23,Eco Design Approach
GF10095,London,Renewable Energy,2021-01-24,Green Design Initiative
GF10833,Berlin,Research,2022-08-22,Smart Transport Strategy
GF11218,London,Consulting,2020-12-23,Sustainable Design Initiative
GF12048,London,Environmental Policy,2023-08-10,Smart Design Strategy
GF11674,São Paulo,Engineering,2022-06-29,Sustainable Energy Project
GF10146,New York,Consulting,2023-03-13,Clean Housing Approach
GF12448,Tokyo,Urban Development,2022-11-15,Clean Energy Model
GF11958,Singapore,Environmental Policy,2020-08-26,Clean Transport Project
GF11860,London,Renewable Energy,2022-07-11,Clean Energy Framework
GF10909,Seoul,Environmental Policy,2021-05-18,Future Systems Approach
GF10847,Tokyo,Renewable Energy,2021-12-24,Future Transport Solution
GF11563,São Paulo,Urban Development,2020-08-23,Sustainable Policy Approach
GF10494,Dubai,Renewable Energy,2023-12-27,Sustainable Housing Initiative
GF12326,New York,Research,2023-01-05,Green Housing Initiative
GF12260,Tokyo,Environmental Policy,2023-12-03,Smart Technology Initiative
GF12470,New York,Environmental Policy,2020-01-17,Smart Design Framework
GF11543,Berlin,Urban Development,2023-02-15,Green Policy Initiative
GF11417,Sydney,Renewable Energy,2021-03-07,Smart Policy Plan
GF10426,Singapore,Urban Development,2021-06-18,Future Housing Approach
GF10780,New York,Environmental Policy,2023-02-14,Future Policy Plan
GF10810,Toronto,Environmental Policy,2022-03-27,Renewable Transport Initiative
GF10181,Singapore,Research,2022-05-21,Eco Design Project
GF10899,Sydney,Urban Development,2022-04-08,Sustainable Energy Solution
GF12152,Mumbai,Consulting,2020-08-26,Green Policy Initiative
GF12175,New York,Research,2022-02-24,Sustainable Policy Initiative
GF10825,Johannesburg,Environmental Policy,2021-12-15,Eco Systems Project
GF10711,Tokyo,Renewable Energy,2020-01-28,Smart Design Solution
GF11057,Tokyo,Environmental Policy,2022-08-03,Green Policy Initiative
GF11690,São Paulo,Engineering,2022-10-30,Eco Policy Project
GF11173,Johannesburg,Urban Development,2021-12-22,Smart Infrastructure Initiative
GF10767,Mumbai,Engineering,2023-10-06,Sustainable Design Framework
GF12395,Singapore,Engineering,2022-04-30,Renewable Technology Approach
GF10423,New York,Research,2023-11-18,Sustainable Energy Project
GF10021,Tokyo,Urban Development,2021-07-10,Smart Transport Model
GF11278,London,Renewable Energy,2021-03-20,Sustainable Infrastructure Strategy
GF12291,Sydney,Environmental Policy,2022-05-19,Eco Energy Initiative
GF11068,Stockholm,Urban Development,2021-09-29,Renewable Policy Project
GF11783,Sydney,Urban Development,2021-09-23,Sustainable Infrastructure Strategy
GF10336,London,Renewable Energy,2023-05-04,Urban Technology Strategy
GF10059,Singapore,Research,2021-04-01,Future Transport Framework
GF11337,Berlin,Urban Development,2020-04-09,Sustainable Technology Approach
GF11606,London,Urban Development,2023-04-08,Green Housing Model
GF11667,Seoul,Consulting,2022-07-19,Renewable Systems Solution
GF12354,Singapore,Urban Development,2023-10-10,Sustainable Transport Project
GF11425,Mumbai,Renewable Energy,2023-09-27,Sustainable Energy Plan
GF12329,Mexico City,Renewable Energy,2022-03-05,Eco Technology Solution
GF11272,Tokyo,Consulting,2020-02-20,Future Policy Strategy
GF11916,Mumbai,Urban Development,2021-10-22,Sustainable Policy Strategy
GF12026,Toronto,Engineering,2020-11-01,Green Systems Plan
GF11589,London,Renewable Energy,2022-02-03,Future Transport Initiative
GF10625,São Paulo,Environmental Policy,2020-07-03,Sustainable Technology Initiative
GF10742,Mumbai,Urban Development,2020-11-29,Urban Infrastructure Plan
GF10380,Toronto,Urban Development,2021-04-19,Smart Transport Project
GF11770,London,Research,2023-01-09,Renewable Housing Initiative
GF10358,London,Environmental Policy,2023-09-09,Green Policy Solution
GF11487,Mumbai,Renewable Energy,2020-08-19,Green Design Project
GF10848,Johannesburg,Urban Development,2023-10-11,Future Transport Initiative
GF10221,Paris,Urban Development,2022-03-29,Green Energy Model
GF10022,Berlin,Consulting,2020-01-28,Green Transport Approach
GF11666,Paris,Renewable Energy,2020-11-10,Renewable Housing Model
GF10712,Dubai,Environmental Policy,2023-07-29,Clean Transport Project
GF12486,Berlin,Consulting,2020-10-16,Smart Technology Solution
GF10414,Berlin,Consulting,2020-02-10,Smart Housing Plan
GF10909,Tokyo,Environmental Policy,2020-12-01,Eco Energy Project
GF11270,London,Urban Development,2022-09-06,Eco Design Model
GF11500,London,Urban Development,2021-03-05,Smart Policy Initiative
GF12414,New York,Renewable Energy,2023-09-14,Renewable Technology Project
GF11089,New York,Consulting,2022-07-20,Urban Infrastructure Project
GF12340,Singapore,Urban Development,2021-03-13,Clean Policy Strategy
GF10665,New York,Renewable Energy,2021-08-04,Clean Transport Plan
GF11263,Singapore,Renewable Energy,2020-12-16,Green Policy Approach
GF12196,Sydney,Engineering,2022-03-21,Smart Technology Model
GF10691,Toronto,Urban Development,2022-02-03,Smart Policy Initiative
GF12134,London,Urban Development,2023-08-14,Future Energy Project
GF11954,Singapore,Urban Development,2020-02-10,Future Transport Strategy
GF12250,Paris,Research,2020-07-16,Future Systems Model
GF10162,Tokyo,Engineering,2023-06-21,Green Design Model
GF11234,Sydney,Urban Development,2022-06-30,Clean Design Strategy
GF11177,Sydney,Renewable Energy,2023-11-03,Eco Policy Framework
GF11164,London,Research,2020-04-11,Green Transport Framework
GF11595,London,Environmental Policy,2022-07-02,Clean Energy Framework
GF10122,Singapore,Renewable Energy,2023-05-16,Green Design Framework
GF10263,Johannesburg,Urban Development,2023-11-09,Clean Infrastructure Initiative
GF12214,Paris,Renewable Energy,2022-06-18,Smart Infrastructure Framework
GF10246,London,Consulting,2020-08-20,Future Policy Model
GF11465,São Paulo,Consulting,2022-11-02,Clean Energy Framework
GF10350,Tokyo,Consulting,2023-06-25,Sustainable Design Solution
GF11064,New York,Engineering,2022-08-08,Sustainable Infrastructure Project
GF10296,Sydney,Renewable Energy,2020-06-03,Urban Technology Approach
GF12217,Berlin,Renewable Energy,2022-08-03,Sustainable Housing Framework
GF10891,Berlin,Research,2023-05-05,Sustainable Policy Project
GF10178,Johannesburg,Renewable Energy,2020-08-17,Sustainable Technology Initiative
GF12182,New York,Environmental Policy,2022-06-27,Clean Systems Plan
GF12082,Toronto,Renewable Energy,2021-10-06,Future Systems Initiative
GF11883,Dubai,Renewable Energy,2020-08-22,Urban Infrastructure Plan
GF12124,London,Renewable Energy,2022-07-10,Eco Energy Model
GF10184,São Paulo,Engineering,2023-03-08,Urban Design Approach
GF10522,Johannesburg,Engineering,2021-03-22,Sustainable Policy Strategy
GF11164,Sydney,Environmental Policy,2023-08-15,Renewable Infrastructure Plan
GF11087,Mexico City,Environmental Policy,2022-11-21,Renewable Infrastructure Framework
GF11376,London,Renewable Energy,2022-03-20,Green Technology Framework
GF12239,Singapore,Consulting,2020-03-10,Eco Policy Strategy
GF11702,New York,Environmental Policy,2023-01-02,Future Technology Approach
GF11116,São Paulo,Environmental Policy,2022-03-20,Smart Transport Model
GF10739,Sydney,Urban Development,2023-04-15,Urban Systems Strategy
GF12287,Berlin,Research,2020-10-26,Future Infrastructure Strategy
GF10780,Singapore,Environmental Policy,2020-08-31,Green Infrastructure Plan
GF10881,Johannesburg,Consulting,2021-07-18,Sustainable Technology Model
GF12367,Stockholm,Environmental Policy,2022-06-19,Green Technology Project
GF11879,São Paulo,Renewable Energy,2023-05-22,Clean Policy Plan
GF11681,Tokyo,Research,2023-06-20,Urban Policy Model
GF11008,Berlin,Urban Development,2022-05-03,Sustainable Systems Model
GF10080,Johannesburg,Renewable Energy,2020-06-18,Sustainable Systems Strategy
GF10693,New York,Environmental Policy,2023-07-14,Eco Infrastructure Project
GF11108,Mexico City,Environmental Policy,2020-06-22,Urban Policy Framework
GF11702,London,Renewable Energy,2021-06-27,Future Technology Solution
GF12046,Seoul,Environmental Policy,2020-06-09,Sustainable Design Initiative
GF10215,London,Research,2021-12-31,Sustainable Design Model
GF11385,Mexico City,Consulting,2023-09-07,Smart Design Approach
GF11167,São Paulo,Environmental Policy,2022-08-08,Clean Transport Strategy
GF12129,São Paulo,Renewable Energy,2021-02-07,Urban Transport Solution
GF10130,Seoul,Environmental Policy,2020-05-30,Sustainable Housing Initiative
GF10809,Stockholm,Engineering,2021-01-17,Smart Design Project
GF11970,Dubai,Research,2023-02-12,Green Systems Plan
GF10551,Mumbai,Engineering,2022-02-01,Urban Design Initiative
GF11498,Singapore,Renewable Energy,2023-08-25,Smart Housing Approach
GF11458,London,Environmental Policy,2020-02-28,Sustainable Policy Initiative
GF11520,Toronto,Environmental Policy,2023-02-07,Smart Policy Solution
GF11325,Berlin,Engineering,2020-07-15,Clean Design Framework
GF12253,London,Urban Development,2021-04-23,Eco Design Strategy
GF11492,London,Research,2023-02-10,Clean Policy Plan
GF12451,London,Environmental Policy,2021-11-12,Eco Transport Strategy
GF10192,Sydney,Urban Development,2022-02-04,Urban Housing Framework
GF10475,Berlin,Environmental Policy,2021-05-09,Green Policy Framework
GF12399,Toronto,Engineering,2023-09-12,Eco Housing Model
GF10731,New York,Environmental Policy,2023-11-07,Future Policy Model
GF11337,São Paulo,Renewable Energy,2021-08-03,Eco Infrastructure Solution
GF11042,London,Renewable Energy,2022-08-22,Urban Design Project
GF10781,New York,Urban Development,2023-01-29,Smart Energy Solution
GF12099,Dubai,Research,2021-02-18,Clean Technology Solution
GF11372,London,Consulting,2020-06-17,Smart Design Strategy
GF11024,Paris,Urban Development,2023-11-08,Green Housing Plan
GF11936,Tokyo,Renewable Energy,2020-07-15,Sustainable Systems Framework
GF11170,Paris,Renewable Energy,2022-12-27,Future Housing Framework
GF12214,London,Research,2022-07-25,Eco Infrastructure Initiative
GF12300,Tokyo,Research,2021-11-10,Future Technology Initiative
GF12342,São Paulo,Environmental Policy,2020-12-12,Green Systems Strategy
GF10921,Paris,Engineering,2022-07-09,Sustainable Energy Plan
GF11326,London,Urban Development,2022-10-10,Clean Policy Approach
GF12020,Dubai,Renewable Energy,2021-11-12,Sustainable Transport Model
GF11425,Mumbai,Urban Development,2022-10-03,Future Systems Approach
GF11739,Mumbai,Renewable Energy,2023-03-28,Eco Energy Framework
GF11457,Seoul,Consulting,2023-09-29,Urban Technology Strategy
GF12024,Tokyo,Consulting,2021-04-06,Renewable Energy Model
GF12002,Tokyo,Environmental Policy,2022-04-05,Sustainable Systems Model
GF10231,São Paulo,Consulting,2022-07-24,Green Housing Framework
GF12402,Mumbai,Consulting,2022-08-18,Green Policy Project
GF10415,Tokyo,Consulting,2020-10-09,Smart Transport Initiative
GF11553,Singapore,Urban Development,2020-04-10,Sustainable Infrastructure Initiative
GF12272,London,Renewable Energy,2023-02-20,Green Design Project
GF10575,New York,Environmental Policy,2022-07-12,Clean Infrastructure Initiative
GF12181,London,Environmental Policy,2021-11-06,Future Energy Plan
GF11194,Sydney,Environmental Policy,2021-08-12,Sustainable Design Initiative
GF12022,Stockholm,Consulting,2021-06-21,Clean Design Approach
GF10282,Sydney,Research,2020-06-13,Green Energy Solution
GF11123,New York,Environmental Policy,2021-06-09,Green Energy Framework
GF11176,Tokyo,Research,2022-04-02,Renewable Design Plan
GF10483,Singapore,Environmental Policy,2020-02-03,Smart Energy Plan
GF10509,Tokyo,Engineering,2022-02-10,Eco Energy Approach
GF10728,Berlin,Environmental Policy,2022-05-17,Renewable Energy Project
GF12023,New York,Renewable Energy,2022-12-28,Clean Infrastructure Plan
GF11464,São Paulo,Renewable Energy,2021-02-16,Sustainable Systems Framework
GF10592,Johannesburg,Urban Development,2021-01-03,Urban Energy Model
GF11480,New York,Urban Development,2022-02-20,Green Housing Project
GF10281,Toronto,Consulting,2020-05-18,Eco Systems Strategy
GF10880,Mumbai,Urban Development,2022-12-12,Future Infrastructure Project
GF11460,London,Renewable Energy,2023-11-24,Smart Technology Approach
GF10317,New York,Environmental Policy,2021-04-20,Future Policy Strategy
GF11792,São Paulo,Research,2022-04-20,Sustainable Energy Model
GF10454,Dubai,Renewable Energy,2021-12-06,Smart Systems Approach
GF11769,New York,Engineering,2023-02-16,Green Energy Initiative
GF10224,Mexico City,Renewable Energy,2023-11-12,Urban Housing Solution
GF11802,Dubai,Research,2021-06-18,Green Housing Project
GF10714,Berlin,Renewable Energy,2020-05-08,Eco Energy Approach
GF12111,Dubai,Research,2022-01-14,Eco Transport Framework
GF10979,Johannesburg,Environmental Policy,2021-05-21,Clean Systems Approach
GF10246,Tokyo,Consulting,2023-09-09,Renewable Systems Strategy
GF10876,London,Renewable Energy,2022-06-19,Clean Housing Plan
GF12143,London,Environmental Policy,2021-04-26,Clean Policy Approach
GF10656,Mexico City,Environmental Policy,2023-01-19,Green Infrastructure Model
GF10736,Toronto,Engineering,2023-07-14,Eco Design Plan
GF10190,Singapore,Renewable Energy,2020-08-30,Renewable Energy Framework
GF10018,Berlin,Research,2020-05-11,Eco Housing Plan
GF12242,Dubai,Environmental Policy,2020-05-12,Green Transport Framework
GF10646,Dubai,Engineering,2021-06-28,Urban Systems Framework
GF10487,Mexico City,Renewable Energy,2020-05-02,Urban Systems Plan
GF11007,Mumbai,Renewable Energy,2022-07-11,Future Transport Solution
GF11386,Mexico City,Environmental Policy,2021-04-11,Renewable Infrastructure Strategy
GF10149,Johannesburg,Research,2022-09-12,Clean Housing Solution
GF12201,Tokyo,Renewable Energy,2021-01-10,Sustainable Technology Model
GF10964,São Paulo,Environmental Policy,2020-10-03,Future Design Framework
GF11959,New York,Urban Development,2022-11-04,Future Design Approach
GF11562,Mumbai,Urban Development,2020-08-07,Clean Housing Approach
GF11413,Mexico City,Research,2020-10-30,Future Design Strategy
GF10755,Toronto,Environmental Policy,2022-05-13,Urban Policy Model
GF11319,Dubai,Renewable Energy,2021-02-10,Renewable Technology Plan
GF10196,London,Urban Development,2020-09-12,Renewable Policy Solution
GF10572,Johannesburg,Renewable Energy,2022-11-10,Clean Energy Project
GF11758,Stockholm,Urban Development,2021-07-24,Smart Transport Strategy
GF10970,Tokyo,Consulting,2022-07-28,Sustainable Transport Plan
GF12125,Singapore,Environmental Policy,2021-01-25,Eco Housing Framework
GF10507,Dubai,Research,2020-12-25,Smart Policy Initiative
GF11117,London,Urban Development,2023-12-11,Future Technology Strategy
GF10266,Berlin,Research,2022-07-02,Sustainable Systems Strategy
GF12196,New York,Consulting,2021-10-11,Smart Housing Initiative
GF10275,Sydney,Research,2021-03-19,Sustainable Energy Framework
GF10073,Berlin,Engineering,2021-07-15,Renewable Technology Framework
GF12258,London,Renewable Energy,2020-03-17,Smart Infrastructure Framework
GF10363,New York,Environmental Policy,2023-04-20,Smart Policy Approach
GF11437,New York,Renewable Energy,2022-02-28,Green Technology Approach
GF10633,London,Environmental Policy,2023-04-01,Future Systems Model
GF11799,São Paulo,Environmental Policy,2021-03-07,Smart Policy Approach
GF12148,Tokyo,Renewable Energy,2020-12-16,Sustainable Design Strategy
GF11680,New York,Consulting,2022-03-24,Urban Housing Model
GF11861,Paris,Research,2020-07-15,Clean Infrastructure Solution
GF10223,Tokyo,Research,2022-05-31,Future Housing Plan
GF10215,London,Urban Development,2022-11-21,Renewable Design Approach
GF10936,Toronto,Urban Development,2023-08-24,Future Infrastructure Solution
GF10269,Mexico City,Renewable Energy,2023-04-13,Sustainable Transport Project
GF10681,Sydney,Renewable Energy,2022-12-18,Future Systems Strategy
GF10074,London,Urban Development,2022-01-09,Smart Policy Model
GF11595,Tokyo,Research,2021-03-23,Sustainable Housing Initiative
GF10776,New York,Research,2022-11-22,Smart Housing Project
GF10858,Paris,Renewable Energy,2020-05-18,Sustainable Policy Approach
GF12120,Tokyo,Urban Development,2022-11-12,Sustainable Energy Model
GF10337,New York,Renewable Energy,2021-12-20,Smart Design Framework
GF11213,Toronto,Research,2022-04-12,Sustainable Systems Framework
GF12462,Mumbai,Consulting,2023-12-10,Clean Systems Approach
GF10224,New York,Urban Development,2020-04-25,Smart Transport Initiative
GF11642,London,Urban Development,2021-12-29,Sustainable Housing Initiative
GF11919,London,Renewable Energy,2023-06-24,Urban Energy Model
GF12209,Mumbai,Research,2020-07-28,Eco Policy Initiative
GF11882,New York,Research,2021-02-14,Renewable Systems Project
GF11983,New York,Consulting,2020-12-21,Clean Systems Approach
GF11277,Singapore,Consulting,2021-04-17,Smart Technology Approach
GF10378,Mexico City,Renewable Energy,2020-05-20,Sustainable Technology Initiative
GF10544,Stockholm,Renewable Energy,2023-06-10,Renewable Housing Project
GF11724,Berlin,Renewable Energy,2021-09-07,Future Technology Approach
GF11990,New York,Environmental Policy,2020-02-07,Renewable Energy Project
GF10961,Sydney,Urban Development,2021-08-27,Clean Systems Project
GF10455,Singapore,Research,2022-12-20,Renewable Technology Model
GF12454,Seoul,Renewable Energy,2022-04-02,Sustainable Policy Plan
GF11737,London,Renewable Energy,2021-11-22,Clean Systems Solution
GF11437,Mexico City,Environmental Policy,2020-10-14,Clean Housing Framework
GF12056,New York,Renewable Energy,2022-09-15,Urban Systems Strategy
GF10831,Sydney,Engineering,2023-02-25,Future Technology Solution
GF11559,Seoul,Urban Development,2023-05-17,Sustainable Design Initiative
GF11339,New York,Urban Development,2022-06-26,Renewable Systems Initiative
GF11443,Sydney,Urban Development,2023-05-12,Sustainable Infrastructure Project
GF10547,Sydney,Consulting,2022-01-29,Eco Housing Approach
GF11450,Tokyo,Urban Development,2022-07-30,Green Infrastructure Solution
GF10420,Paris,Urban Development,2021-03-19,Renewable Technology Project
GF10253,London,Urban Development,2023-05-20,Eco Design Framework
GF11564,New York,Engineering,2023-04-07,Green Policy Initiative
GF10339,Tokyo,Engineering,2020-07-09,Eco Transport Initiative
GF11911,London,Engineering,2021-08-23,Green Policy Strategy
GF12126,New York,Environmental Policy,2023-12-16,Green Energy Model
GF11114,Dubai,Urban Development,2022-08-11,Smart Policy Project
GF12203,New York,Renewable Energy,2020-03-01,Eco Infrastructure Solution
GF11525,Toronto,Renewable Energy,2020-10-02,Sustainable Technology Project
GF11299,London,Environmental Policy,2022-07-22,Smart Energy Model
GF12009,São Paulo,Urban Development,2020-08-05,Green Transport Plan
GF12317,Mumbai,Renewable Energy,2020-06-04,Green Housing Initiative
GF10312,New York,Research,2021-05-04,Sustainable Energy Plan
GF12271,London,Environmental Policy,2021-05-21,Urban Policy Initiative
GF11408,Singapore,Renewable Energy,2023-05-10,Smart Systems Project
GF10126,Mumbai,Urban Development,2021-07-22,Urban Housing Approach
GF10755,Toronto,Consulting,2023-02-04,Future Design Plan
GF11702,Mexico City,Renewable Energy,2021-11-30,Green Energy Plan
GF11665,Seoul,Environmental Policy,2020-03-21,Smart Policy Plan
GF11540,Sydney,Urban Development,2020-11-20,Renewable Policy Strategy
GF11846,Stockholm,Urban Development,2023-02-26,Future Infrastructure Framework
GF12143,London,Renewable Energy,2023-08-08,Eco Systems Model
GF11157,New York,Urban Development,2023-06-19,Clean Design Strategy
GF11264,Seoul,Renewable Energy,2023-01-24,Renewable Technology Strategy
GF11523,Berlin,Urban Development,2023-11-19,Renewable Design Initiative
GF12087,São Paulo,Environmental Policy,2021-02-26,Urban Policy Framework
GF11982,Stockholm,Urban Development,2020-04-06,Renewable Energy Framework
GF10925,Mumbai,Renewable Energy,2023-02-26,Sustainable Systems Plan
GF12368,Mexico City,Urban Development,2023-01-11,Green Housing Solution
GF11923,Singapore,Urban Development,2021-09-22,Urban Systems Project
GF11377,Johannesburg,Consulting,2023-06-28,Renewable Housing Approach
GF11546,Toronto,Environmental Policy,2022-05-05,Smart Infrastructure Model
GF10331,Stockholm,Environmental Policy,2023-11-06,Eco Energy Initiative
GF11131,London,Consulting,2023-05-25,Renewable Technology Model
GF11290,Dubai,Research,2020-05-10,Future Systems Project
GF10974,New York,Urban Development,2021-09-26,Green Technology Plan
GF10830,Mumbai,Environmental Policy,2023-02-16,Renewable Design Approach
GF10312,Sydney,Environmental Policy,2023-12-12,Renewable Systems Strategy
GF10868,Singapore,Renewable Energy,2020-07-10,Urban Housing Plan
GF12262,Berlin,Renewable Energy,2023-11-07,Green Transport Solution
GF11399,Paris,Renewable Energy,2023-06-10,Smart Policy Initiative
GF12355,New York,Urban Development,2021-11-21,Smart Transport Approach
GF11750,Singapore,Renewable Energy,2023-12-01,Green Systems Plan
GF10155,New York,Renewable Energy,2021-02-10,Renewable Systems Plan
GF11957,Singapore,Renewable Energy,2021-08-14,Smart Technology Solution
GF10756,New York,Renewable Energy,2022-12-03,Smart Infrastructure Approach
GF11836,London,Urban Development,2020-09-28,Eco Technology Plan
GF11362,Dubai,Urban Development,2021-04-29,Renewable Infrastructure Strategy
GF10254,Dubai,Research,2021-11-03,Eco Policy Model
GF10013,New York,Environmental Policy,2021-08-29,Future Infrastructure Project
GF11856,Dubai,Engineering,2021-02-25,Sustainable Energy Model
GF10191,Tokyo,Research,2020-10-18,Green Infrastructure Plan
GF11261,São Paulo,Engineering,2023-02-26,Clean Energy Solution
GF10383,Mumbai,Environmental Policy,2020-12-15,Sustainable Transport Model
GF11630,Paris,Environmental Policy,2023-12-10,Smart Transport Strategy
GF12116,São Paulo,Consulting,2022-07-25,Clean Technology Approach
GF10558,Johannesburg,Urban Development,2021-10-07,Renewable Transport Solution
GF11337,Berlin,Environmental Policy,2021-12-18,Smart Housing Solution
GF10755,Mumbai,Research,2023-05-29,Renewable Policy Project
GF11147,New York,Environmental Policy,2021-03-01,Smart Policy Initiative
GF10552,Singapore,Urban Development,2021-03-02,Eco Transport Model
GF10427,Paris,Research,2020-06-14,Future Technology Framework
GF10624,Berlin,Renewable Energy,2023-04-05,Smart Housing Model
GF12325,Mumbai,Engineering,2023-05-01,Future Energy Initiative
GF10291,São Paulo,Consulting,2022-11-22,Sustainable Infrastructure Framework
GF11474,London,Environmental Policy,2022-09-24,Clean Technology Strategy
GF11355,Mexico City,Environmental Policy,2021-01-12,Eco Policy Initiative
GF12113,Dubai,Environmental Policy,2020-01-14,Renewable Design Project
GF10787,Berlin,Environmental Policy,2020-12-25,Sustainable Policy Initiative
GF12497,London,Research,2020-07-17,Eco Design Project
GF11553,Tokyo,Urban Development,2022-10-22,Renewable Policy Plan
GF12021,Toronto,Urban Development,2023-05-08,Smart Systems Solution
GF11266,New York,Renewable Energy,2020-05-26,Future Systems Strategy
GF10871,Johannesburg,Research,2021-06-21,Green Housing Framework
GF12199,Tokyo,Urban Development,2021-03-19,Green Technology Approach
GF10352,New York,Engineering,2021-02-28,Renewable Technology Initiative
GF11197,New York,Environmental Policy,2021-02-24,Green Transport Project
GF11064,Singapore,Renewable Energy,2020-06-27,Smart Systems Plan
GF10575,São Paulo,Consulting,2020-01-02,Renewable Design Framework
GF11538,Singapore,Engineering,2022-07-22,Smart Policy Initiative
GF11114,Tokyo,Urban Development,2022-02-19,Renewable Policy Solution
GF12369,Berlin,Renewable Energy,2021-05-14,Sustainable Infrastructure Initiative
GF10200,Mexico City,Renewable Energy,2020-07-26,Urban Design Approach
GF10396,Tokyo,Research,2022-03-10,Clean Systems Solution
GF10503,Mexico City,Renewable Energy,2023-06-07,Renewable Energy Project
GF10915,Stockholm,Urban Development,2020-07-12,Sustainable Infrastructure Project
GF11901,London,Renewable Energy,2022-06-25,Smart Design Model
GF10217,Toronto,Consulting,2021-06-13,Eco Transport Approach
GF10945,Mumbai,Urban Development,2023-10-07,Sustainable Technology Model
GF10527,London,Renewable Energy,2021-06-17,Clean Transport Approach
GF11555,Tokyo,Research,2023-07-26,Urban Energy Plan
GF10266,London,Environmental Policy,2021-06-23,Eco Policy Solution
GF11312,Mumbai,Urban Development,2023-04-03,Clean Systems Project
GF11753,Toronto,Environmental Policy,2023-12-30,Sustainable Design Project
GF10482,New York,Environmental Policy,2020-06-14,Renewable Technology Solution
GF11188,Sydney,Urban Development,2021-10-19,Smart Systems Solution
GF10222,São Paulo,Engineering,2021-06-02,Future Infrastructure Strategy
GF10048,Tokyo,Research,2021-04-09,Sustainable Policy Plan
GF12243,Paris,Engineering,2023-12-23,Renewable Transport Model
GF10796,Seoul,Renewable Energy,2020-11-03,Clean Systems Solution
GF10709,New York,Environmental Policy,2020-03-29,Urban Housing Solution
GF11404,Seoul,Research,2023-06-02,Renewable Energy Framework
GF12296,São Paulo,Renewable Energy,2023-10-04,Green Policy Model
GF11114,Mexico City,Environmental Policy,2020-01-17,Future Design Framework
GF11529,Tokyo,Urban Development,2020-03-05,Renewable Technology Initiative
GF11459,London,Engineering,2022-10-05,Eco Infrastructure Solution
GF12369,London,Engineering,2022-03-28,Eco Technology Plan
GF11389,Berlin,Urban Development,2023-03-22,Eco Housing Approach
GF11725,London,Research,2020-03-25,Renewable Transport Model
GF11909,Berlin,Renewable Energy,2020-12-24,Smart Transport Project
GF11096,Sydney,Research,2021-01-14,Renewable Design Initiative
GF12123,Mumbai,Research,2020-06-22,Green Infrastructure Solution
GF10283,Sydney,Engineering,2020-01-31,Sustainable Design Plan
GF10073,São Paulo,Environmental Policy,2020-05-03,Urban Design Strategy
GF11735,Stockholm,Research,2020-01-08,Future Transport Model
GF11215,New York,Research,2022-06-28,Future Policy Framework
GF10204,Mexico City,Renewable Energy,2020-12-31,Urban Policy Solution
GF10823,Seoul,Environmental Policy,2023-09-23,Sustainable Energy Approach
GF11037,London,Environmental Policy,2023-06-12,Smart Energy Initiative
GF11725,Berlin,Consulting,2023-09-19,Sustainable Technology Initiative
GF10654,Singapore,Environmental Policy,2023-06-29,Future Policy Strategy
GF11392,Mumbai,Consulting,2023-05-07,Green Transport Initiative
GF11404,Seoul,Renewable Energy,2022-01-12,Green Housing Plan
GF11545,Mumbai,Urban Development,2022-04-19,Eco Energy Approach
GF10541,Mumbai,Environmental Policy,2020-04-23,Renewable Technology Solution
GF10572,Paris,Urban Development,2022-12-18,Urban Design Solution
GF10700,Mexico City,Urban Development,2022-07-13,Smart Systems Strategy
GF11393,Johannesburg,Renewable Energy,2022-11-26,Renewable Infrastructure Project
GF11267,Berlin,Renewable Energy,2022-07-16,Eco Systems Plan
GF10779,Singapore,Engineering,2023-02-24,Urban Design Solution
GF11694,Stockholm,Research,2021-07-22,Urban Energy Strategy
GF11842,New York,Urban Development,2021-05-04,Clean Energy Approach
GF12164,Toronto,Research,2020-09-28,Green Design Strategy
GF11044,Sydney,Renewable Energy,2023-01-22,Renewable Housing Solution
GF12277,São Paulo,Renewable Energy,2023-09-01,Smart Transport Project
GF12226,Dubai,Environmental Policy,2022-01-25,Eco Systems Framework
GF12115,New York,Renewable Energy,2022-06-29,Future Design Plan
GF11464,London,Research,2020-06-08,Future Infrastructure Project
GF11043,Toronto,Urban Development,2021-06-07,Renewable Policy Plan
GF11503,Mumbai,Engineering,2020-05-08,Clean Policy Initiative
GF12174,São Paulo,Environmental Policy,2020-06-09,Green Technology Framework
GF10990,Mumbai,Urban Development,2020-09-28,Renewable Energy Model
GF10216,London,Environmental Policy,2023-03-18,Smart Policy Solution
GF11533,Toronto,Renewable Energy,2022-10-29,Urban Design Strategy
GF10073,New York,Renewable Energy,2022-10-27,Urban Transport Approach
GF10716,Singapore,Renewable Energy,2022-02-18,Smart Housing Approach
